;tipo de incendio;año;mes;anho;Región de Arica;Región de Tarapacá;Región de Antofagasta;Región de Atacama;Región de Coquimbo;Región de Valparaíso;Región Metropolitana;Región del Libertador Bernardo O'higgins;Región del Maule;Región del Ñuble;Región del Bío Bío;Región de la Araucanía;Región de los Ríos;Región de los Lagos;Región de Aysén del General Carlos Ibáñez del Campo;Región de Magallanes y de la Antártica Chilena;Chile
238;Inundación 10-17;2015;Noviembre;11;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;3
239;Emergencia Marítima Portuaria 10-18;2015;Noviembre;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
240;Incendio 10-30;2015;Noviembre;11;0;0;2;0;0;2;21;0;0;0;0;2;0;6;0;0;33
241;Emergencia Metro de Santiago 10-19;2015;Noviembre;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
242;Estructural 10-0;2015;diciembre;12;4;43;48;12;19;94;209;91;69;28;125;75;26;89;8;31;971
243;Vehículos 10-1;2015;diciembre;12;6;9;25;9;11;28;78;11;10;8;19;16;8;17;2;7;264
244;Pastizales y/o Basura 10-2;2015;diciembre;12;12;18;63;46;85;521;1117;505;633;193;448;185;70;130;8;21;4055
245;Rescate de Emergencia 10-3;2015;diciembre;12;5;6;14;1;12;91;305;39;38;16;90;22;30;48;3;2;722
246;Rescate Vehicular 10-4;2015;diciembre;12;6;52;38;28;17;209;460;108;132;53;187;74;45;58;15;11;1493
247;Haz-Mat 10-5;2015;diciembre;12;1;2;2;1;0;16;10;2;1;1;26;9;3;17;0;0;91
248;Gas 10-6;2015;diciembre;12;2;13;10;8;11;38;89;19;2;5;38;23;6;21;2;4;291
249;Eléctrico 10-7;2015;diciembre;12;1;0;2;4;3;13;33;7;5;1;11;7;3;12;1;0;103
250;No Clasificado 10-8;2015;diciembre;12;2;2;9;2;6;95;61;48;47;17;105;27;10;19;8;9;467
251;Otros Servicios 10-9;2015;diciembre;12;1;22;42;26;31;246;180;169;77;47;63;134;57;309;17;30;1451
252;Escombros 10-10;2015;diciembre;12;2;1;6;0;1;25;20;3;3;4;0;3;1;10;0;2;81
253;Servicio Aéreo 10-11;2015;diciembre;12;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2
254;Apoyo a otros Cuerpos 10-12;2015;diciembre;12;0;0;1;8;2;25;125;25;18;5;27;5;9;5;0;0;255
255;Atentados Terroristas 10-13;2015;diciembre;12;0;1;0;0;0;1;2;0;1;0;0;0;0;0;0;0;5
256;Accidentes Aéreos 10-14;2015;diciembre;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
257;Simulacro 10-15;2015;diciembre;12;2;0;1;0;1;13;17;4;9;3;15;5;15;7;7;4;103
258;Túnel 10-16;2015;diciembre;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
259;Falsa Alarma 6-16;2015;diciembre;12;1;3;1;0;6;10;38;5;12;4;6;6;4;6;1;3;106
260;Inundación 10-17;2015;diciembre;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
261;Emergencia Marítima Portuaria 10-18;2015;diciembre;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
262;Incendio 10-30;2015;diciembre;12;0;2;2;0;1;3;41;0;0;0;0;1;1;7;0;0;58
263;Emergencia Metro de Santiago 10-19;2015;diciembre;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
264;Estructural 10-0;2016;enero;13;13;43;38;17;20;118;193;80;45;48;104;97;33;92;17;21;979
265;Vehículos 10-1;2016;enero;13;5;7;18;4;15;41;71;13;16;16;25;25;10;16;1;8;291
266;Pastizales y/o Basura 10-2;2016;enero;13;17;8;52;52;137;727;861;555;681;225;713;494;150;297;37;38;5044
267;Rescate de Emergencia 10-3;2016;enero;13;9;16;13;6;12;123;321;50;50;40;101;53;39;53;3;3;892
268;Rescate Vehicular 10-4;2016;enero;13;14;30;68;37;65;221;432;139;148;52;178;109;64;81;13;14;1665
269;Haz-Mat 10-5;2016;enero;13;0;0;2;2;1;17;20;5;1;7;14;7;6;27;1;1;111
270;Gas 10-6;2016;enero;13;2;5;9;4;16;45;104;21;16;3;26;12;10;23;0;3;299
271;Eléctrico 10-7;2016;enero;13;0;0;6;2;6;13;63;10;5;5;17;1;7;7;0;3;145
272;No Clasificado 10-8;2016;enero;13;0;5;11;2;16;91;61;111;43;21;122;68;16;28;4;3;602
273;Otros Servicios 10-9;2016;enero;13;8;15;34;63;42;251;184;356;106;86;88;197;99;473;34;30;2066
274;Escombros 10-10;2016;enero;13;2;0;3;0;0;19;22;6;6;2;3;3;6;11;1;0;84
275;Servicio Aéreo 10-11;2016;enero;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
276;Apoyo a otros Cuerpos 10-12;2016;enero;13;0;1;0;4;2;47;127;41;28;6;29;20;5;3;1;0;314
277;Atentados Terroristas 10-13;2016;enero;13;0;0;0;0;0;7;1;0;1;0;2;0;0;0;0;0;11
278;Accidentes Aéreos 10-14;2016;enero;13;0;0;0;0;0;2;1;0;0;1;0;5;0;0;0;0;9
279;Simulacro 10-15;2016;enero;13;0;0;0;0;1;8;3;11;0;0;0;1;1;4;1;0;30
280;Túnel 10-16;2016;enero;13;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
281;Falsa Alarma 6-16;2016;enero;13;1;0;0;2;3;19;35;11;3;4;4;9;6;10;2;5;114
282;Inundación 10-17;2016;enero;13;0;0;1;0;0;0;0;4;0;0;4;1;0;0;0;0;10
283;Emergencia Marítima Portuaria 10-18;2016;enero;13;0;0;12;0;0;0;0;0;1;0;0;0;0;0;0;0;13
284;Incendio 10-30;2016;enero;13;4;1;2;0;0;0;15;0;0;0;1;1;0;12;0;0;36
285;Emergencia Metro de Santiago 10-19;2016;enero;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
286;Estructural 10-0;2016;febrero;14;3;21;36;13;15;79;188;73;57;38;96;96;21;86;11;29;862
287;Vehículos 10-1;2016;febrero;14;4;11;14;3;4;38;60;20;15;14;30;21;9;14;3;10;270
288;Pastizales y/o Basura 10-2;2016;febrero;14;15;10;41;57;46;682;873;526;641;309;758;913;172;321;17;12;5393
289;Rescate de Emergencia 10-3;2016;febrero;14;11;7;17;7;11;96;277;39;43;33;75;33;35;60;9;0;753
290;Rescate Vehicular 10-4;2016;febrero;14;18;24;70;34;37;232;440;139;164;94;197;126;53;98;16;13;1755
291;Haz-Mat 10-5;2016;febrero;14;2;0;6;1;1;15;13;4;3;1;37;7;2;23;0;1;116
292;Gas 10-6;2016;febrero;14;3;7;9;10;8;45;87;20;15;2;35;31;6;24;1;0;303
293;Eléctrico 10-7;2016;febrero;14;1;0;4;3;6;10;36;13;3;3;9;4;4;5;2;1;104
294;No Clasificado 10-8;2016;febrero;14;1;15;8;2;15;49;53;134;21;11;75;83;10;24;8;6;515
295;Otros Servicios 10-9;2016;febrero;14;12;8;55;74;28;213;149;321;46;61;78;179;62;417;18;25;1746
296;Escombros 10-10;2016;febrero;14;0;2;2;0;2;19;23;6;4;8;13;11;1;19;1;0;111
297;Servicio Aéreo 10-11;2016;febrero;14;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
298;Apoyo a otros Cuerpos 10-12;2016;febrero;14;0;0;1;4;2;56;110;55;25;21;29;53;7;30;0;0;393
299;Atentados Terroristas 10-13;2016;febrero;14;0;0;0;0;0;2;1;0;0;0;3;0;1;0;0;0;7
300;Accidentes Aéreos 10-14;2016;febrero;14;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
301;Simulacro 10-15;2016;febrero;14;0;0;0;0;0;2;2;2;1;1;2;2;5;0;0;0;17
302;Túnel 10-16;2016;febrero;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
303;Falsa Alarma 6-16;2016;febrero;14;1;2;1;1;2;17;32;10;11;10;6;18;9;4;2;1;127
304;Inundación 10-17;2016;febrero;14;0;0;0;0;0;0;0;8;0;0;12;0;0;0;0;0;20
305;Emergencia Marítima Portuaria 10-18;2016;febrero;14;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1;8
306;Incendio 10-30;2016;febrero;14;1;2;2;0;0;3;28;0;0;0;0;4;0;10;0;0;50
307;Emergencia Metro de Santiago 10-19;2016;febrero;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
308;Estructural 10-0;2016;marzo;15;5;11;20;16;5;97;166;73;66;32;121;96;52;111;9;19;899
309;Vehículos 10-1;2016;marzo;15;3;5;15;13;11;35;67;14;17;6;24;35;6;13;3;11;278
310;Pastizales y/o Basura 10-2;2016;marzo;15;18;14;39;58;46;420;700;379;465;285;665;1181;247;486;15;7;5025
311;Rescate de Emergencia 10-3;2016;marzo;15;3;10;13;5;10;77;288;49;34;19;84;27;21;38;6;0;684
312;Rescate Vehicular 10-4;2016;marzo;15;10;30;47;51;42;262;422;119;126;79;205;95;32;79;18;9;1626
313;Haz-Mat 10-5;2016;marzo;15;1;0;13;3;0;18;22;2;1;2;28;10;6;19;4;1;130
314;Gas 10-6;2016;marzo;15;2;9;7;5;12;39;107;23;16;10;37;29;11;30;1;8;346
315;Eléctrico 10-7;2016;marzo;15;0;2;2;0;3;13;37;7;3;4;9;7;3;8;1;2;101
316;No Clasificado 10-8;2016;marzo;15;4;17;4;2;13;36;34;110;22;8;120;101;8;25;5;6;515
317;Otros Servicios 10-9;2016;marzo;15;3;21;40;85;58;218;156;314;53;32;83;187;65;432;21;31;1799
318;Escombros 10-10;2016;marzo;15;1;0;0;1;2;19;12;4;6;3;12;20;6;10;1;0;97
319;Servicio Aéreo 10-11;2016;marzo;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320;Apoyo a otros Cuerpos 10-12;2016;marzo;15;0;1;0;1;2;28;66;22;12;14;32;66;11;25;0;0;280
321;Atentados Terroristas 10-13;2016;marzo;15;0;0;0;0;1;1;0;1;1;0;0;2;0;0;0;0;6
322;Accidentes Aéreos 10-14;2016;marzo;15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
323;Simulacro 10-15;2016;marzo;15;0;0;0;0;0;8;6;4;0;0;2;6;2;6;0;0;34
324;Túnel 10-16;2016;marzo;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
325;Falsa Alarma 6-16;2016;marzo;15;0;2;0;0;2;8;23;7;4;4;4;28;7;5;5;0;99
326;Inundación 10-17;2016;marzo;15;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;7
327;Emergencia Marítima Portuaria 10-18;2016;marzo;15;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;2;7
328;Incendio 10-30;2016;marzo;15;2;1;1;0;1;6;20;0;0;0;0;1;0;6;0;0;38
329;Emergencia Metro de Santiago 10-19;2016;marzo;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
330;Estructural 10-0;2016;abril;16;4;22;23;7;20;98;179;59;63;51;122;141;48;131;17;16;1001
331;Vehículos 10-1;2016;abril;16;2;3;10;7;10;40;61;7;9;9;20;14;8;19;3;11;233
332;Pastizales y/o Basura 10-2;2016;abril;16;8;14;34;41;42;198;295;165;193;132;196;330;58;149;13;5;1873
333;Rescate de Emergencia 10-3;2016;abril;16;8;5;14;4;8;90;363;58;34;20;82;25;16;45;5;4;781
334;Rescate Vehicular 10-4;2016;abril;16;11;18;53;45;41;220;461;110;138;58;190;93;48;76;28;14;1604
335;Haz-Mat 10-5;2016;abril;16;1;2;10;1;0;25;13;2;3;0;23;12;10;25;2;2;131
336;Gas 10-6;2016;abril;16;2;7;10;15;14;38;127;26;25;5;56;47;5;26;3;4;410
337;Eléctrico 10-7;2016;abril;16;2;0;9;3;8;32;173;24;4;2;20;13;3;6;3;1;303
338;No Clasificado 10-8;2016;abril;16;2;14;19;1;23;147;135;140;41;10;163;62;13;24;4;0;798
339;Otros Servicios 10-9;2016;abril;16;5;24;26;57;108;279;353;637;75;35;61;214;85;445;33;27;2464
340;Escombros 10-10;2016;abril;16;0;0;0;0;5;8;8;4;0;1;6;13;2;24;0;0;71
341;Servicio Aéreo 10-11;2016;abril;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
342;Apoyo a otros Cuerpos 10-12;2016;abril;16;0;1;2;0;4;6;45;18;1;6;9;21;6;9;1;0;129
343;Atentados Terroristas 10-13;2016;abril;16;0;0;0;0;0;2;0;0;2;0;2;1;0;0;0;0;7
344;Accidentes Aéreos 10-14;2016;abril;16;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;3
345;Simulacro 10-15;2016;abril;16;1;1;0;1;2;7;7;2;8;1;9;4;7;6;1;1;58
346;Túnel 10-16;2016;abril;16;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;3
347;Falsa Alarma 6-16;2016;abril;16;2;0;1;3;3;6;30;6;8;5;1;15;6;3;2;0;91
348;Inundación 10-17;2016;abril;16;0;0;0;0;0;1;17;2;0;3;23;0;0;1;0;0;47
349;Emergencia Marítima Portuaria 10-18;2016;abril;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
350;Incendio 10-30;2016;abril;16;0;3;4;0;0;0;2;0;0;0;1;3;0;8;0;0;21
351;Emergencia Metro de Santiago 10-19;2016;abril;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
352;Estructural 10-0;2016;mayo;17;2;24;27;7;13;115;200;78;104;45;127;121;50;136;18;22;1089
353;Vehículos 10-1;2016;mayo;17;8;7;22;4;7;38;60;21;13;10;21;13;5;18;3;8;258
354;Pastizales y/o Basura 10-2;2016;mayo;17;10;12;26;31;23;87;224;38;31;21;21;57;17;127;13;9;747
355;Rescate de Emergencia 10-3;2016;mayo;17;7;4;23;1;4;103;380;29;48;24;83;26;25;35;2;0;794
356;Rescate Vehicular 10-4;2016;mayo;17;13;46;55;37;37;190;451;93;146;60;187;78;43;64;15;11;1526
357;Haz-Mat 10-5;2016;mayo;17;1;2;7;1;4;18;11;1;0;1;19;11;1;14;0;1;92
358;Gas 10-6;2016;mayo;17;4;15;9;27;14;59;175;41;30;11;52;42;2;29;8;2;520
359;Eléctrico 10-7;2016;mayo;17;0;2;4;6;4;23;54;13;11;2;16;8;5;13;0;2;163
360;No Clasificado 10-8;2016;mayo;17;0;11;14;2;18;102;40;90;50;4;117;51;16;20;2;3;540
361;Otros Servicios 10-9;2016;mayo;17;9;21;21;62;72;279;146;335;50;30;59;138;46;423;31;26;1748
362;Escombros 10-10;2016;mayo;17;0;0;0;1;0;13;3;4;1;3;4;3;1;38;3;2;76
363;Servicio Aéreo 10-11;2016;mayo;17;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;3
364;Apoyo a otros Cuerpos 10-12;2016;mayo;17;0;1;0;3;1;4;32;4;10;3;4;7;2;4;0;0;75
365;Atentados Terroristas 10-13;2016;mayo;17;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;4
366;Accidentes Aéreos 10-14;2016;mayo;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
367;Simulacro 10-15;2016;mayo;17;4;0;1;3;1;7;24;1;5;5;15;15;10;5;2;3;101
368;Túnel 10-16;2016;mayo;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
369;Falsa Alarma 6-16;2016;mayo;17;2;3;2;0;4;6;21;4;3;4;5;7;6;6;6;2;81
370;Inundación 10-17;2016;mayo;17;0;0;0;0;0;0;1;1;0;0;6;0;0;0;0;0;8
371;Emergencia Marítima Portuaria 10-18;2016;mayo;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
372;Incendio 10-30;2016;mayo;17;1;0;1;0;0;0;5;0;0;0;2;3;2;19;0;0;33
373;Emergencia Metro de Santiago 10-19;2016;mayo;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
374;Estructural 10-0;2016;Junio;18;6;30;31;18;15;138;284;110;142;71;211;206;78;174;26;17;1557
375;Vehículos 10-1;2016;Junio;18;5;12;12;6;6;46;56;14;22;4;26;24;10;19;1;4;267
376;Pastizales y/o Basura 10-2;2016;Junio;18;14;17;27;39;62;83;162;42;27;11;44;49;6;71;18;6;678
377;Rescate de Emergencia 10-3;2016;Junio;18;9;4;12;1;15;80;424;45;44;19;98;26;23;37;3;0;840
378;Rescate Vehicular 10-4;2016;Junio;18;9;42;68;40;32;203;490;101;114;49;188;107;47;69;24;10;1593
379;Haz-Mat 10-5;2016;Junio;18;3;0;14;0;0;18;20;3;0;1;18;14;3;8;1;1;104
380;Gas 10-6;2016;Junio;18;4;16;13;19;12;70;217;37;14;11;49;34;16;19;4;2;537
381;Eléctrico 10-7;2016;Junio;18;0;2;18;1;8;16;109;13;6;3;8;4;3;2;1;1;195
382;No Clasificado 10-8;2016;Junio;18;1;9;12;2;19;106;76;48;35;8;114;52;9;27;5;2;525
383;Otros Servicios 10-9;2016;Junio;18;8;12;22;96;96;264;229;321;67;24;72;153;53;439;31;23;1910
384;Escombros 10-10;2016;Junio;18;1;4;1;0;0;6;5;1;2;1;3;7;1;7;1;2;42
385;Servicio Aéreo 10-11;2016;Junio;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
386;Apoyo a otros Cuerpos 10-12;2016;Junio;18;0;3;0;1;2;9;54;9;0;5;22;15;1;2;0;0;123
387;Atentados Terroristas 10-13;2016;Junio;18;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2
388;Accidentes Aéreos 10-14;2016;Junio;18;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
389;Simulacro 10-15;2016;Junio;18;1;1;3;1;5;13;14;5;5;0;4;13;15;16;3;1;100
390;Túnel 10-16;2016;Junio;18;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
391;Falsa Alarma 6-16;2016;Junio;18;0;1;2;2;2;8;21;4;1;1;4;11;3;2;2;1;65
392;Inundación 10-17;2016;Junio;18;0;0;0;0;0;0;2;0;0;0;3;0;0;1;0;0;6
393;Emergencia Marítima Portuaria 10-18;2016;Junio;18;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
394;Incendio 10-30;2016;Junio;18;1;1;2;0;0;1;10;0;0;0;3;2;0;11;0;0;31
395;Emergencia Metro de Santiago 10-19;2016;Junio;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
396;Estructural 10-0;2016;Julio;19;2;19;30;11;19;124;252;81;123;47;210;174;91;191;33;19;1426
397;Vehículos 10-1;2016;Julio;19;2;13;21;4;8;36;73;14;17;10;12;21;2;17;4;8;262
398;Pastizales y/o Basura 10-2;2016;Julio;19;15;15;27;32;47;65;158;38;24;9;30;20;8;86;9;6;589
399;Rescate de Emergencia 10-3;2016;Julio;19;8;6;14;4;10;82;405;37;50;18;86;44;26;71;2;1;864
400;Rescate Vehicular 10-4;2016;Julio;19;13;39;65;38;40;217;468;122;137;51;183;107;37;93;20;14;1644
401;Haz-Mat 10-5;2016;Julio;19;3;0;8;1;0;22;17;3;1;1;29;10;3;18;0;1;117
402;Gas 10-6;2016;Julio;19;2;9;13;21;19;55;190;22;35;12;58;38;2;34;2;2;514
403;Eléctrico 10-7;2016;Julio;19;2;0;7;2;3;18;96;18;15;16;15;7;1;4;0;2;206
404;No Clasificado 10-8;2016;Julio;19;3;32;21;0;18;95;66;103;90;76;159;40;9;29;2;4;747
405;Otros Servicios 10-9;2016;Julio;19;9;18;30;61;51;240;186;471;144;81;160;185;63;414;28;22;2163
406;Escombros 10-10;2016;Julio;19;2;2;1;0;0;7;5;5;9;1;3;7;1;14;0;0;57
407;Servicio Aéreo 10-11;2016;Julio;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
408;Apoyo a otros Cuerpos 10-12;2016;Julio;19;0;1;0;0;0;14;78;11;6;1;7;5;6;1;0;0;130
409;Atentados Terroristas 10-13;2016;Julio;19;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;3
410;Accidentes Aéreos 10-14;2016;Julio;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
411;Simulacro 10-15;2016;Julio;19;2;1;1;2;1;11;15;2;1;1;6;5;12;6;4;0;70
412;Túnel 10-16;2016;Julio;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
413;Falsa Alarma 6-16;2016;Julio;19;2;2;0;2;3;9;20;7;4;3;4;7;3;4;0;3;73
414;Inundación 10-17;2016;Julio;19;0;0;0;0;0;1;2;7;1;1;51;0;3;0;0;0;66
415;Emergencia Marítima Portuaria 10-18;2016;Julio;19;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
416;Incendio 10-30;2016;Julio;19;2;3;0;0;1;1;9;0;2;0;0;8;0;12;0;0;38
417;Emergencia Metro de Santiago 10-19;2016;Julio;19;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
418;Estructural 10-0;2016;Agosto;20;3;31;27;24;23;99;223;80;98;69;179;191;68;179;37;19;1350
419;Vehículos 10-1;2016;Agosto;20;4;10;16;8;6;33;67;13;20;6;20;15;6;13;1;7;245
420;Pastizales y/o Basura 10-2;2016;Agosto;20;14;11;43;49;45;116;268;141;53;5;10;10;5;50;8;2;830
421;Rescate de Emergencia 10-3;2016;Agosto;20;3;2;18;6;8;111;346;40;41;29;96;36;26;53;1;4;820
422;Rescate Vehicular 10-4;2016;Agosto;20;11;19;60;30;46;189;456;100;88;63;160;81;43;92;28;6;1472
423;Haz-Mat 10-5;2016;Agosto;20;2;0;15;9;3;27;15;3;0;2;21;6;6;20;0;0;129
424;Gas 10-6;2016;Agosto;20;3;3;12;15;16;49;139;33;24;13;60;43;4;25;7;3;449
425;Eléctrico 10-7;2016;Agosto;20;0;1;7;3;1;8;64;7;6;0;20;5;2;9;0;2;135
426;No Clasificado 10-8;2016;Agosto;20;1;14;7;0;18;50;37;69;31;15;115;41;9;17;18;7;449
427;Otros Servicios 10-9;2016;Agosto;20;10;22;21;62;54;299;157;302;49;32;98;145;69;461;22;13;1816
428;Escombros 10-10;2016;Agosto;20;2;1;5;1;7;7;3;1;6;1;7;4;0;10;1;0;56
429;Servicio Aéreo 10-11;2016;Agosto;20;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
430;Apoyo a otros Cuerpos 10-12;2016;Agosto;20;0;0;0;2;6;3;58;14;5;5;8;7;3;9;0;0;120
431;Atentados Terroristas 10-13;2016;Agosto;20;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;5
432;Accidentes Aéreos 10-14;2016;Agosto;20;0;0;0;0;0;1;2;0;2;0;0;0;1;0;0;0;6
433;Simulacro 10-15;2016;Agosto;20;2;1;1;1;0;8;10;3;3;2;14;6;5;10;2;0;68
434;Túnel 10-16;2016;Agosto;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
435;Falsa Alarma 6-16;2016;Agosto;20;0;1;3;1;5;6;25;9;1;3;4;5;1;8;1;1;74
436;Inundación 10-17;2016;Agosto;20;0;0;0;0;0;1;2;1;0;0;9;2;2;0;0;0;17
437;Emergencia Marítima Portuaria 10-18;2016;Agosto;20;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3
438;Incendio 10-30;2016;Agosto;20;1;1;0;0;0;1;12;0;5;0;0;1;1;12;0;0;34
439;Emergencia Metro de Santiago 10-19;2016;Agosto;20;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;4
440;Estructural 10-0;2016;septiembre;21;5;16;35;19;26;121;259;108;87;53;156;135;59;150;25;26;1280
441;Vehículos 10-1;2016;septiembre;21;3;13;4;8;14;20;70;12;19;11;21;20;2;7;4;4;232
442;Pastizales y/o Basura 10-2;2016;septiembre;21;17;10;41;32;56;212;412;240;243;101;200;242;35;99;30;15;1985
443;Rescate de Emergencia 10-3;2016;septiembre;21;6;4;14;2;11;95;347;59;37;24;108;48;19;38;5;1;818
444;Rescate Vehicular 10-4;2016;septiembre;21;10;26;49;31;34;210;492;115;106;60;171;81;39;53;25;4;1506
445;Haz-Mat 10-5;2016;septiembre;21;2;0;17;4;3;24;18;1;0;0;21;6;2;23;1;1;123
446;Gas 10-6;2016;septiembre;21;3;4;16;10;23;37;151;22;17;11;58;29;14;33;2;5;435
447;Eléctrico 10-7;2016;septiembre;21;0;3;5;5;1;6;71;4;9;4;8;7;4;5;1;0;133
448;No Clasificado 10-8;2016;septiembre;21;1;16;8;1;15;60;27;66;37;9;117;53;13;14;2;2;441
449;Otros Servicios 10-9;2016;septiembre;21;12;19;29;64;47;255;218;308;62;28;130;165;48;418;24;20;1847
450;Escombros 10-10;2016;septiembre;21;0;1;4;1;7;12;15;1;6;1;9;6;0;14;2;3;82
451;Servicio Aéreo 10-11;2016;septiembre;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
452;Apoyo a otros Cuerpos 10-12;2016;septiembre;21;0;0;3;1;4;11;77;12;9;1;14;11;3;1;0;0;147
453;Atentados Terroristas 10-13;2016;septiembre;21;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;3
454;Accidentes Aéreos 10-14;2016;septiembre;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
455;Simulacro 10-15;2016;septiembre;21;1;0;0;1;4;14;14;2;8;2;13;11;6;8;2;1;87
456;Túnel 10-16;2016;septiembre;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
457;Falsa Alarma 6-16;2016;septiembre;21;0;0;0;0;4;9;22;8;8;1;1;6;4;6;2;0;71
458;Inundación 10-17;2016;septiembre;21;0;0;0;0;0;0;1;3;0;0;8;0;0;1;0;0;13
459;Emergencia Marítima Portuaria 10-18;2016;septiembre;21;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
460;Incendio 10-30;2016;septiembre;21;0;2;6;0;2;2;13;1;2;0;0;5;0;14;0;0;47
461;Emergencia Metro de Santiago 10-19;2016;septiembre;21;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3
462;Estructural 10-0;2016;octubre;22;1;33;36;20;32;116;200;71;84;41;124;122;37;149;16;16;1098
463;Vehículos 10-1;2016;octubre;22;5;17;13;9;9;39;60;11;25;2;17;15;6;11;3;5;247
464;Pastizales y/o Basura 10-2;2016;octubre;22;19;24;42;58;85;386;586;248;156;54;104;103;26;133;20;10;2054
465;Rescate de Emergencia 10-3;2016;octubre;22;11;8;22;4;13;110;332;54;58;41;92;28;19;54;3;1;850
466;Rescate Vehicular 10-4;2016;octubre;22;4;49;45;28;44;196;435;122;137;54;166;97;37;73;18;13;1518
467;Haz-Mat 10-5;2016;octubre;22;1;2;10;3;1;23;23;5;4;1;22;9;8;18;0;1;131
468;Gas 10-6;2016;octubre;22;2;19;14;8;16;45;95;26;24;11;45;32;9;30;2;3;381
469;Eléctrico 10-7;2016;octubre;22;2;4;2;3;4;19;99;10;8;2;12;6;2;11;1;0;185
470;No Clasificado 10-8;2016;octubre;22;1;9;12;0;14;66;44;61;63;18;169;67;15;21;2;2;564
471;Otros Servicios 10-9;2016;octubre;22;4;34;25;51;53;283;153;310;78;41;112;168;22;444;41;8;1827
472;Escombros 10-10;2016;octubre;22;1;5;1;2;7;17;10;2;3;3;5;8;0;9;3;0;76
473;Servicio Aéreo 10-11;2016;octubre;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
474;Apoyo a otros Cuerpos 10-12;2016;octubre;22;0;3;0;11;7;46;149;24;3;0;13;4;0;1;0;0;261
475;Atentados Terroristas 10-13;2016;octubre;22;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
